Date,Open,High,Low,Close,Adj Close,Volume
2023-01-30,167.000000,169.589996,165.740005,168.679993,165.086258,3453500
2023-01-31,168.119995,172.220001,168.119995,172.139999,168.472549,3716000
2023-02-01,172.110001,177.679993,169.910004,177.080002,173.307312,4022200
2023-02-02,177.710007,181.699997,176.899994,181.020004,177.163376,4003800
2023-02-03,177.270004,179.070007,175.199997,176.759995,172.994110,2941600
2023-02-06,174.690002,175.380005,171.720001,173.839996,170.136322,2642700
2023-02-07,173.550003,175.440002,171.940002,174.759995,171.036728,2256700
2023-02-08,173.520004,173.970001,171.509995,171.789993,168.129990,2037000
2023-02-09,172.699997,174.020004,170.559998,171.369995,167.718933,1656100
2023-02-10,170.320007,171.199997,168.789993,170.020004,166.397736,1841400
2023-02-13,170.990005,173.500000,170.330002,173.320007,169.627411,2432600
2023-02-14,171.550003,172.979996,168.839996,171.169998,168.573639,2418400
2023-02-15,170.009995,176.289993,169.949997,176.020004,173.350082,2954400
2023-02-16,174.199997,177.289993,173.770004,174.539993,171.892517,2318700
2023-02-17,173.350006,173.520004,170.889999,173.220001,170.592545,2678100
2023-02-21,169.520004,170.990005,166.169998,166.220001,163.698730,4133600
2023-02-22,165.600006,169.300003,165.199997,165.720001,163.206314,2941000
2023-02-23,165.899994,165.899994,161.869995,165.500000,162.989639,2718500
2023-02-24,164.080002,167.429993,163.000000,166.960007,164.427521,2888800
2023-02-27,168.669998,169.869995,165.479996,166.809998,164.279785,5245000
2023-02-28,168.729996,172.669998,167.100006,168.500000,165.944138,10669300
2023-03-01,168.160004,168.399994,160.800003,162.399994,159.936661,5835700
2023-03-02,161.210007,165.990005,160.949997,165.940002,163.422974,2829200
2023-03-03,166.149994,166.210007,164.320007,166.000000,163.482071,2318600
2023-03-06,166.589996,166.759995,164.520004,165.199997,162.694183,2220900
2023-03-07,165.830002,166.619995,162.580002,162.820007,160.350296,2410800
2023-03-08,162.899994,163.729996,162.169998,163.509995,161.029816,1752700
2023-03-09,164.309998,164.699997,160.470001,160.639999,158.203354,1872200
2023-03-10,160.270004,161.869995,157.509995,158.179993,155.780670,2754200
2023-03-13,156.320007,160.729996,156.229996,157.919998,155.524612,2342500
2023-03-14,159.770004,160.320007,156.550003,158.369995,155.967789,2574200
2023-03-15,156.330002,159.860001,156.100006,159.130005,156.716278,2633900
2023-03-16,157.550003,163.240005,157.229996,163.050003,160.576813,2510100
2023-03-17,162.729996,163.460007,158.289993,159.360001,156.942780,13175000
2023-03-20,159.369995,163.369995,159.259995,163.240005,160.763931,2875800
2023-03-21,164.229996,164.770004,161.479996,162.710007,160.241974,2497200
2023-03-22,162.899994,163.110001,157.369995,157.470001,155.081451,2909900
2023-03-23,158.750000,159.240005,154.449997,156.119995,153.751923,2791700
2023-03-24,154.720001,156.570007,152.679993,156.220001,153.850418,2703700
2023-03-27,157.339996,160.039993,156.479996,159.380005,156.962479,3078700
2023-03-28,159.050003,161.259995,158.100006,159.770004,157.346573,2910600
2023-03-29,160.889999,161.000000,155.919998,158.110001,155.711746,4219400
2023-03-30,159.800003,161.410004,159.669998,160.270004,157.838974,2237400
2023-03-31,161.500000,165.830002,160.949997,165.630005,163.117676,3094100
2023-04-03,166.399994,167.960007,165.330002,166.059998,163.541138,2744400
2023-04-04,165.710007,167.020004,164.949997,166.050003,163.531311,2350500
2023-04-05,165.800003,166.990005,164.059998,165.240005,162.733597,2762100
2023-04-06,162.570007,165.839996,160.679993,165.580002,163.068436,2552900
2023-04-10,165.080002,169.679993,164.589996,169.000000,166.436554,2724400
2023-04-11,169.710007,171.240005,169.380005,169.580002,167.007767,2155500
2023-04-12,170.460007,170.770004,163.190002,163.509995,161.029816,3900300
2023-04-13,164.039993,164.940002,161.699997,163.270004,160.793472,2464600
2023-04-14,163.000000,165.470001,159.889999,161.000000,158.557907,2370100
2023-04-17,161.509995,163.080002,161.240005,162.699997,160.232101,2566500
2023-04-18,162.949997,163.029999,161.990005,162.399994,159.936661,2195400
2023-04-19,160.750000,162.850006,160.210007,162.509995,160.044998,2183700
2023-04-20,160.919998,162.490005,159.779999,160.279999,157.848816,2809900
2023-04-21,161.320007,164.529999,160.940002,162.179993,159.720001,2743600
2023-04-24,162.309998,164.199997,162.309998,163.940002,161.453308,2313100
2023-04-25,163.949997,164.110001,157.330002,157.610001,155.219330,2723300
2023-04-26,156.949997,158.610001,154.789993,155.449997,153.092087,3077400
2023-04-27,156.229996,158.600006,155.130005,158.149994,155.751129,3037900
2023-04-28,158.649994,159.660004,155.949997,157.750000,155.357193,3432600
2023-05-01,157.679993,158.750000,156.339996,157.119995,154.736755,1964500
2023-05-02,156.550003,156.800003,153.570007,155.720001,153.357986,2277400
2023-05-03,155.320007,158.619995,154.339996,154.570007,152.225449,2385700
2023-05-04,154.179993,154.500000,150.869995,152.529999,150.216370,2653600
2023-05-05,154.490005,157.770004,154.169998,156.300003,153.929184,2186900
2023-05-08,156.479996,157.789993,155.649994,156.500000,154.126160,1495200
2023-05-09,155.699997,157.860001,155.419998,157.419998,155.032211,1886000
2023-05-10,158.179993,159.300003,155.020004,157.729996,155.337494,2804800
2023-05-11,157.380005,159.309998,156.539993,158.869995,156.460220,2832000
2023-05-12,157.800003,159.300003,156.029999,157.990005,155.593552,3361600
2023-05-15,157.970001,160.789993,157.399994,160.570007,158.134430,4055200
2023-05-16,157.380005,160.850006,154.699997,156.910004,155.576355,5805900
2023-05-17,155.800003,162.839996,155.119995,160.960007,159.591934,8387700
2023-05-18,160.869995,161.619995,153.250000,154.179993,152.869553,7881600
2023-05-19,154.899994,155.270004,150.929993,152.279999,150.985703,4454700
2023-05-22,151.000000,152.740005,149.770004,151.910004,150.618851,3717000
2023-05-23,150.330002,151.330002,146.940002,147.160004,145.909225,4374100
2023-05-24,145.800003,145.889999,142.130005,143.100006,141.883743,6738300
2023-05-25,142.179993,142.199997,138.649994,140.750000,139.553711,7409500
2023-05-26,140.309998,140.479996,137.210007,138.929993,137.749161,8100400
2023-05-30,138.220001,138.889999,133.580002,133.839996,132.702438,10931900
2023-05-31,134.240005,135.259995,130.630005,130.929993,129.817154,20234400
2023-06-01,128.600006,132.029999,126.750000,131.160004,130.045212,13678400
2023-06-02,131.240005,133.279999,130.559998,133.220001,132.087708,7589100
2023-06-05,131.669998,132.509995,129.720001,130.600006,129.489975,7702900
2023-06-06,130.100006,132.960007,129.929993,132.699997,131.572128,6065200
2023-06-07,132.029999,132.309998,131.009995,131.750000,130.630203,5504400
2023-06-08,131.500000,132.770004,130.220001,131.270004,130.154282,6162000
2023-06-09,129.500000,130.600006,126.949997,126.989998,125.910652,9386000
2023-06-12,127.300003,127.389999,125.080002,126.480003,125.404991,8248400
2023-06-13,127.500000,129.399994,126.739998,128.720001,127.625954,6916300
2023-06-14,129.199997,134.529999,127.930000,133.229996,132.097610,14968700
2023-06-15,135.110001,138.080002,134.600006,137.839996,136.668427,10063100
2023-06-16,138.059998,138.059998,133.639999,133.809998,132.672684,9895800
2023-06-20,133.119995,133.289993,131.419998,132.720001,131.591949,5355200
2023-06-21,132.360001,133.979996,131.330002,133.220001,132.087708,3845500
2023-06-22,133.440002,133.759995,131.429993,132.389999,131.264755,4620600
2023-06-23,131.009995,132.410004,130.320007,131.830002,130.709518,6973100
2023-06-26,132.350006,135.460007,132.339996,134.500000,133.356827,4831100
2023-06-27,133.199997,134.839996,132.410004,132.509995,131.383728,6047600
2023-06-28,132.699997,133.380005,131.880005,132.470001,131.344086,4601900
2023-06-29,132.479996,134.059998,131.770004,132.910004,131.780350,6055200
2023-06-30,133.809998,133.850006,131.130005,131.899994,130.778915,7312200
2023-07-03,131.589996,135.320007,131.589996,134.860001,133.713760,4134600
2023-07-05,134.240005,134.490005,132.490005,132.550003,131.423401,5186900
2023-07-06,131.880005,132.970001,130.429993,130.839996,129.727936,4882300
2023-07-07,130.500000,132.220001,129.860001,130.050003,128.944656,4251100
2023-07-10,130.279999,131.860001,130.279999,131.740005,130.620285,3831300
2023-07-11,132.039993,134.300003,131.369995,133.389999,132.256256,4094900
2023-07-12,134.850006,135.410004,132.839996,132.910004,131.780350,3758300
2023-07-13,133.369995,134.300003,132.690002,132.820007,131.691116,3077400
2023-07-14,132.089996,132.679993,130.660004,130.919998,129.807251,4119500
2023-07-17,130.800003,130.830002,128.550003,130.009995,128.904984,4731500
2023-07-18,130.350006,131.970001,129.039993,130.809998,129.698181,3786400
2023-07-19,131.500000,132.929993,130.880005,132.699997,131.572128,3229200
2023-07-20,133.130005,135.289993,132.479996,134.639999,133.495636,4174700
2023-07-21,135.130005,136.360001,133.600006,134.080002,132.940399,4030700
2023-07-24,134.320007,135.600006,133.830002,135.410004,134.259094,2622600
2023-07-25,135.089996,135.830002,133.339996,133.600006,132.464478,3849400
2023-07-26,132.759995,135.539993,132.460007,134.470001,133.327087,5180100
2023-07-27,135.330002,138.279999,134.500000,134.500000,133.356827,5538800
2023-07-28,135.850006,136.740005,134.809998,135.000000,133.852570,2957500
2023-07-31,135.259995,136.889999,135.259995,136.470001,135.310089,6055300
2023-08-01,136.330002,136.539993,132.949997,132.990005,131.859665,4060700
2023-08-02,132.199997,134.089996,131.820007,133.539993,132.404984,3562700
2023-08-03,133.229996,134.039993,132.600006,132.729996,131.601868,3723100
2023-08-04,133.800003,134.619995,131.970001,132.529999,131.403564,3479900
2023-08-07,133.020004,133.699997,131.339996,131.940002,130.818588,3036700
2023-08-08,130.619995,131.210007,129.350006,130.979996,129.866745,4359100
2023-08-09,131.350006,132.070007,130.259995,130.600006,129.489975,2761200
2023-08-10,131.250000,132.509995,130.520004,130.919998,129.807251,4375600
2023-08-11,130.029999,131.690002,130.020004,131.050003,129.936157,3802400
2023-08-14,130.729996,131.820007,128.869995,129.419998,128.320007,4425100
2023-08-15,127.949997,129.320007,124.959999,125.050003,125.050003,9416500
2023-08-16,135.000000,135.250000,127.529999,128.750000,128.750000,23754400
2023-08-17,128.539993,132.850006,128.429993,130.110001,130.110001,8659600
2023-08-18,129.610001,132.419998,129.059998,131.210007,131.210007,5754500
2023-08-21,130.490005,131.750000,127.430000,127.790001,127.790001,5928600
2023-08-22,125.519997,126.070000,122.639999,124.940002,124.940002,8792900
2023-08-23,124.320000,125.389999,122.790001,123.209999,123.209999,4797500
2023-08-24,122.620003,124.440002,122.120003,124.099998,124.099998,4308100
2023-08-25,124.000000,124.099998,120.750000,121.790001,121.790001,7279700
2023-08-28,121.930000,123.730003,121.440002,123.430000,123.430000,5116600
2023-08-29,123.820000,127.660004,123.769997,126.160004,126.160004,5267400
2023-08-30,125.769997,127.349998,125.370003,126.949997,126.949997,3276700
2023-08-31,126.349998,127.699997,125.839996,126.550003,126.550003,4234600
2023-09-01,127.550003,127.699997,125.150002,125.519997,125.519997,2995500
2023-09-05,125.419998,127.470001,125.000000,125.190002,125.190002,3427300
2023-09-06,125.190002,125.470001,123.129997,123.709999,123.709999,3562100
2023-09-07,123.849998,124.879997,123.519997,124.459999,124.459999,3267200
2023-09-08,124.360001,124.730003,122.529999,123.690002,123.690002,2923200
2023-09-11,124.349998,124.610001,122.540001,122.669998,122.669998,2613100
2023-09-12,122.900002,123.480003,122.250000,122.400002,122.400002,2930600
2023-09-13,122.739998,123.680000,122.489998,122.930000,122.930000,2541500
2023-09-14,123.599998,124.959999,122.809998,124.769997,124.769997,3760900
2023-09-15,124.760002,125.099998,122.720001,123.050003,123.050003,4918700
2023-09-18,122.919998,122.919998,118.550003,119.339996,119.339996,5415200
2023-09-19,119.459999,120.790001,118.949997,120.169998,120.169998,4056200
2023-09-20,120.580002,121.540001,120.070000,120.410004,120.410004,3263500
2023-09-21,119.550003,120.339996,116.879997,117.320000,117.320000,4133200
2023-09-22,116.970001,117.370003,112.540001,112.599998,112.599998,6593700
2023-09-25,112.110001,112.750000,110.529999,112.260002,112.260002,5353300
2023-09-26,111.360001,112.389999,109.120003,109.480003,109.480003,6022200
2023-09-27,109.379997,110.639999,108.489998,109.739998,109.739998,4498100
2023-09-28,109.540001,110.480003,108.150002,109.559998,109.559998,4676500
2023-09-29,110.370003,111.650002,109.879997,110.570000,110.570000,4737200
2023-10-02,110.349998,110.389999,105.750000,106.690002,106.690002,6121300
2023-10-03,106.180000,108.589996,106.180000,107.160004,107.160004,5370300
2023-10-04,108.400002,108.400002,105.750000,106.620003,106.620003,5523100
2023-10-05,105.870003,106.699997,104.629997,105.150002,105.150002,4749300
2023-10-06,104.750000,106.269997,102.930000,105.010002,105.010002,7547600
2023-10-09,105.239998,106.120003,103.739998,105.760002,105.760002,4819900
2023-10-10,106.449997,111.160004,106.209999,109.629997,109.629997,6791800
2023-10-11,110.120003,110.410004,106.930000,108.989998,108.989998,3977400
2023-10-12,112.989998,113.000000,109.510002,110.800003,110.800003,6497300
2023-10-13,111.209999,112.230003,110.010002,111.980003,111.980003,4651400
