Date,Open,High,Low,Close,Adj Close,Volume
2022-10-17,147.740005,151.000000,146.679993,149.250000,145.159729,3177400
2022-10-18,155.529999,161.130005,155.009995,157.229996,152.921005,5563400
2022-10-19,157.190002,158.190002,154.130005,155.389999,151.131439,2611500
2022-10-20,155.979996,159.160004,153.419998,154.399994,150.168579,3079800
2022-10-21,154.539993,159.259995,154.300003,159.190002,154.827301,3508300
2022-10-24,160.300003,162.899994,159.630005,161.820007,157.385223,2974100
2022-10-25,162.800003,166.309998,161.990005,165.800003,161.256149,4177900
2022-10-26,167.839996,170.750000,165.320007,166.770004,162.199570,3453500
2022-10-27,168.220001,170.300003,166.800003,166.899994,162.325989,2957400
2022-10-28,166.259995,167.940002,163.039993,167.520004,162.929016,3066800
2022-10-31,166.000000,167.360001,164.020004,164.250000,159.748611,3792500
2022-11-01,166.440002,166.979996,162.570007,164.589996,160.079300,3051000
2022-11-02,164.580002,165.889999,160.080002,160.199997,155.809616,3377900
2022-11-03,157.979996,160.789993,157.750000,159.800003,155.420593,3041600
2022-11-04,162.410004,162.750000,156.259995,159.630005,155.255249,2653500
2022-11-07,161.240005,161.410004,158.000000,159.869995,155.488663,2424100
2022-11-08,161.320007,164.660004,159.809998,161.619995,157.190689,3284600
2022-11-09,161.080002,161.589996,152.500000,152.990005,148.797211,4018400
2022-11-10,158.940002,164.550003,158.389999,164.380005,159.875061,4962900
2022-11-11,165.119995,174.830002,164.949997,173.320007,168.570053,5828300
2022-11-14,172.639999,176.800003,172.350006,173.259995,168.511688,5753800
2022-11-15,177.000000,180.460007,176.899994,178.979996,175.166824,8606000
2022-11-16,149.850006,158.490005,148.750000,155.470001,152.157715,36731500
2022-11-17,153.479996,162.179993,152.720001,162.009995,158.558365,11300500
2022-11-18,161.979996,164.699997,160.000000,162.880005,159.409836,7280900
2022-11-21,161.080002,161.929993,156.770004,158.020004,154.653381,5964700
2022-11-22,158.789993,159.910004,155.750000,157.860001,154.496796,6364100
2022-11-23,158.479996,164.139999,158.250000,163.410004,159.928543,4833500
2022-11-25,163.500000,163.960007,161.600006,163.380005,159.899185,1883000
2022-11-28,162.809998,166.889999,162.809998,165.369995,161.846786,4624100
2022-11-29,164.429993,166.970001,161.509995,166.369995,162.825485,5231700
2022-11-30,165.880005,167.229996,162.740005,167.070007,163.510574,11376700
2022-12-01,166.470001,167.429993,163.050003,165.029999,161.514038,4989200
2022-12-02,163.309998,164.860001,162.449997,164.160004,160.662582,3442900
2022-12-05,162.889999,162.889999,154.789993,154.929993,151.629211,6233200
2022-12-06,155.820007,156.679993,153.279999,155.050003,151.746658,4721800
2022-12-07,153.500000,155.690002,153.389999,153.759995,150.484131,3685200
2022-12-08,154.039993,155.259995,153.169998,154.210007,150.924545,3107100
2022-12-09,153.410004,154.720001,152.119995,152.279999,149.035675,2905900
2022-12-12,150.500000,150.679993,148.429993,150.029999,146.833603,4433800
2022-12-13,153.199997,154.100006,149.699997,150.869995,147.655701,4178900
2022-12-14,150.500000,154.649994,150.139999,152.509995,149.260757,3749100
2022-12-15,149.860001,150.000000,145.320007,147.600006,144.455383,5415500
2022-12-16,146.050003,147.660004,145.550003,146.449997,143.329880,8367000
2022-12-19,146.600006,147.000000,143.559998,144.649994,141.568222,4186700
2022-12-20,142.899994,143.960007,142.449997,143.250000,140.198059,3175400
2022-12-21,142.259995,144.190002,141.970001,142.300003,139.268295,3510200
2022-12-22,141.500000,141.710007,139.679993,141.350006,138.338547,3846500
2022-12-23,140.860001,143.270004,139.880005,143.149994,140.100174,2464800
2022-12-27,143.000000,146.279999,142.399994,145.550003,142.449066,3112500
2022-12-28,145.309998,147.220001,144.850006,145.800003,142.693710,2623200
2022-12-29,146.970001,149.660004,146.880005,148.369995,145.208954,2829000
2022-12-30,147.229996,149.080002,146.800003,149.039993,145.864685,2391100
2023-01-03,149.979996,152.639999,149.580002,151.729996,148.497391,3685200
2023-01-04,148.259995,154.320007,147.679993,152.720001,149.466309,4443300
2023-01-05,152.210007,154.509995,150.289993,154.259995,150.973480,3266000
2023-01-06,157.649994,161.059998,156.880005,160.149994,156.737976,4944200
2023-01-09,159.880005,160.369995,156.339996,156.350006,153.018967,3853800
2023-01-10,157.419998,157.539993,154.839996,155.970001,152.647049,2554900
2023-01-11,157.149994,159.000000,155.899994,158.970001,155.583130,3146800
2023-01-12,160.000000,160.250000,156.479996,159.750000,156.346512,3222600
2023-01-13,159.320007,164.929993,159.130005,164.600006,161.093201,5161200
2023-01-17,164.490005,165.690002,162.070007,162.100006,158.646454,3527900
2023-01-18,163.410004,165.190002,160.630005,160.830002,157.403519,2798100
2023-01-19,159.500000,160.610001,157.529999,159.100006,155.710373,2881300
2023-01-20,159.630005,162.750000,158.500000,162.210007,158.754120,3122000
2023-01-23,162.210007,165.490005,161.350006,164.630005,161.122559,2371400
2023-01-24,169.820007,169.820007,163.259995,163.550003,160.065567,1902000
2023-01-25,162.500000,164.210007,160.639999,164.210007,160.711502,2248200
2023-01-26,165.699997,167.100006,164.479996,167.029999,163.471420,2079100
2023-01-27,168.000000,170.320007,166.789993,168.509995,164.919876,3850300
